,0
1144,0.0
1145,1.0
1146,1.0
1147,2.0
1148,2.0
1149,7.0
1150,1.0
1151,2.0
1152,4.0
1153,3.0
1154,1.0
1155,2.0
1156,4.0
1157,0.0
1158,4.0
1159,0.0
1160,0.0
1161,0.0
1162,7.0
1163,3.0
1164,7.0
1165,4.0
1166,5.0
1167,3.0
1168,8.0
1169,4.0
1170,1.0
1171,2.0
1172,4.0
1173,5.0
1174,4.0
1175,3.0
1176,5.0
1177,2.0
1178,3.0
1179,4.0
1180,2.0
1181,3.0
1182,4.0
1183,7.0
1184,5.0
1185,2.0
1186,3.0
1187,0.0
1188,0.0
1189,8.0
1190,5.0
1191,7.0
1192,4.0
1193,5.0
1194,6.0
1195,0.0
1196,3.0
1197,0.0
1198,2.0
1199,3.0
1200,4.0
1201,4.0
1202,0.0
1203,8.0
1204,0.0
1205,5.0
1206,7.0
1207,4.0
1208,8.0
1209,2.0
1210,1.0
1211,0.0
1212,0.0
1213,0.0
1214,2.0
1215,4.0
1216,7.0
1217,8.0
1218,1.0
1219,1.0
1220,2.0
1221,6.0
1222,2.0
1223,1.0
1224,6.0
1225,6.0
1226,2.0
1227,3.0
1228,4.0
1229,2.0
1230,7.0
1231,0.0
1232,3.0
1233,4.0
1234,5.0
1235,2.0
1236,8.0
1237,1.0
1238,1.0
1239,2.0
1240,3.0
1241,2.0
1242,2.0
1243,5.0
1244,5.0
1245,1.0
1246,2.0
1247,4.0
1248,2.0
1249,5.0
1250,4.0
1251,0.0
1252,4.0
1253,0.0
1254,4.0
1255,2.0
1256,0.0
1257,4.0
1258,0.0
1259,7.0
1260,2.0
1261,0.0
1262,4.0
1263,6.0
1264,7.0
1265,0.0
1266,0.0
1267,0.0
1268,6.0
1269,0.0
1270,2.0
1271,2.0
1272,4.0
1273,0.0
1274,8.0
1275,4.0
1276,7.0
1277,2.0
1278,5.0
1279,4.0
1280,8.0
1281,0.0
1282,8.0
1283,1.0
1284,0.0
1285,7.0
1286,0.0
1287,3.0
1288,2.0
1289,4.0
1290,1.0
1291,5.0
1292,7.0
1293,2.0
1294,2.0
1295,6.0
1296,3.0
1297,0.0
1298,0.0
1299,4.0
1300,3.0
1301,2.0
1302,0.0
1303,4.0
1304,2.0
1305,3.0
1306,3.0
1307,3.0
1308,4.0
1309,3.0
1310,6.0
1311,6.0
1312,4.0
1313,0.0
1314,4.0
1315,0.0
1316,0.0
1317,5.0
1318,4.0
1319,1.0
1320,8.0
1321,2.0
1322,4.0
1323,1.0
1324,1.0
1325,3.0
1326,6.0
1327,4.0
1328,3.0
1329,6.0
1330,3.0
1331,2.0
1332,5.0
1333,2.0
1334,2.0
1335,2.0
1336,2.0
1337,6.0
1338,5.0
1339,3.0
1340,7.0
1341,0.0
1342,0.0
1343,5.0
1344,3.0
1345,0.0
1346,4.0
1347,3.0
1348,1.0
1349,4.0
1350,0.0
1351,6.0
1352,5.0
1353,0.0
1354,4.0
1355,4.0
1356,7.0
1357,0.0
1358,3.0
1359,2.0
1360,2.0
1361,0.0
1362,2.0
1363,1.0
1364,2.0
1365,3.0
1366,2.0
1367,2.0
1368,2.0
1369,2.0
1370,4.0
1371,5.0
1372,0.0
1373,7.0
1374,8.0
1375,4.0
1376,7.0
1377,5.0
1378,3.0
1379,1.0
1380,2.0
1381,6.0
1382,1.0
1383,3.0
1384,4.0
1385,2.0
1386,0.0
1387,5.0
1388,0.0
1389,5.0
1390,3.0
1391,3.0
1392,7.0
1393,7.0
1394,4.0
1395,2.0
1396,5.0
1397,5.0
1398,2.0
1399,7.0
1400,1.0
1401,4.0
1402,2.0
1403,7.0
1404,4.0
1405,3.0
1406,2.0
1407,1.0
1408,6.0
1409,1.0
1410,5.0
1411,0.0
1412,4.0
1413,6.0
1414,6.0
1415,3.0
1416,0.0
1417,1.0
1418,2.0
1419,1.0
1420,2.0
1421,2.0
1422,4.0
1423,3.0
1424,3.0
1425,2.0
1426,0.0
1427,0.0
1428,3.0
1429,2.0
1430,4.0
1431,0.0
1432,8.0
1433,6.0
1434,0.0
1435,3.0
1436,4.0
1437,8.0
1438,2.0
1439,0.0
1440,2.0
1441,4.0
1442,0.0
1443,2.0
1444,2.0
1445,4.0
1446,0.0
1447,6.0
1448,3.0
1449,4.0
1450,5.0
1451,4.0
1452,0.0
1453,3.0
1454,6.0
1455,3.0
1456,7.0
1457,0.0
1458,2.0
1459,8.0
1460,3.0
1461,2.0
1462,2.0
1463,6.0
1464,2.0
1465,5.0
1466,3.0
1467,5.0
1468,5.0
1469,3.0
1470,4.0
1471,5.0
1472,2.0
1473,4.0
1474,6.0
1475,7.0
1476,7.0
1477,8.0
1478,4.0
1479,0.0
1480,7.0
1481,4.0
1482,5.0
1483,2.0
1484,2.0
1485,0.0
1486,5.0
1487,2.0
1488,0.0
1489,0.0
1490,1.0
1491,2.0
1492,0.0
1493,4.0
1494,7.0
1495,4.0
1496,4.0
1497,2.0
1498,0.0
1499,3.0
1500,3.0
1501,3.0
1502,0.0
1503,3.0
1504,4.0
1505,7.0
1506,8.0
1507,8.0
1508,4.0
1509,7.0
1510,4.0
1511,0.0
1512,5.0
1513,3.0
1514,0.0
1515,2.0
1516,7.0
1517,8.0
1518,0.0
1519,2.0
1520,4.0
1521,4.0
1522,7.0
1523,4.0
1524,0.0
1525,4.0
1526,6.0
1527,2.0
1528,0.0
1529,3.0
1530,5.0
1531,5.0
1532,0.0
1533,6.0
1534,0.0
1535,7.0
1536,2.0
1537,8.0
1538,4.0
1539,6.0
1540,4.0
1541,4.0
1542,0.0
1543,5.0
1544,7.0
1545,1.0
1546,2.0
1547,2.0
1548,5.0
1549,1.0
1550,8.0
1551,1.0
1552,5.0
1553,4.0
1554,0.0
1555,5.0
1556,2.0
1557,0.0
1558,2.0
1559,7.0
1560,2.0
1561,0.0
1562,2.0
1563,3.0
1564,7.0
1565,3.0
1566,5.0
1567,0.0
1568,0.0
1569,8.0
1570,2.0
1571,0.0
1572,5.0
1573,4.0
1574,0.0
1575,4.0
1576,8.0
1577,0.0
1578,2.0
1579,0.0
1580,2.0
1581,3.0
1582,8.0
1583,4.0
1584,3.0
1585,5.0
1586,5.0
1587,7.0
1588,7.0
1589,8.0
1590,7.0
1591,4.0
1592,8.0
1593,1.0
1594,2.0
1595,4.0
1596,5.0
1597,0.0
1598,3.0
1599,3.0
1600,2.0
1601,7.0
1602,2.0
1603,1.0
1604,0.0
1605,3.0
1606,2.0
1607,0.0
1608,7.0
1609,0.0
1610,0.0
1611,0.0
1612,5.0
1613,6.0
1614,2.0
1615,5.0
1616,1.0
1617,3.0
1618,7.0
1619,6.0
1620,4.0
1621,3.0
1622,3.0
1623,4.0
1624,2.0
1625,3.0
1626,2.0
1627,4.0
1628,5.0
1629,3.0
1630,3.0
1631,4.0
1632,4.0
1633,3.0
1634,3.0
1635,8.0
1636,8.0
1637,5.0
1638,0.0
1639,1.0
1640,2.0
1641,2.0
1642,0.0
1643,1.0
1644,8.0
1645,7.0
1646,7.0
1647,5.0
1648,0.0
1649,4.0
1650,0.0
1651,4.0
1652,4.0
1653,1.0
1654,4.0
1655,0.0
1656,4.0
1657,2.0
1658,0.0
1659,8.0
1660,2.0
1661,0.0
1662,2.0
1663,2.0
1664,5.0
1665,2.0
1666,4.0
1667,2.0
1668,1.0
1669,3.0
1670,1.0
1671,5.0
1672,4.0
1673,0.0
1674,5.0
1675,2.0
1676,4.0
1677,7.0
1678,3.0
1679,8.0
1680,4.0
1681,4.0
1682,0.0
1683,4.0
1684,0.0
1685,3.0
1686,4.0
1687,1.0
1688,0.0
1689,1.0
1690,6.0
1691,2.0
1692,0.0
1693,7.0
1694,6.0
1695,5.0
1696,4.0
1697,0.0
1698,0.0
1699,2.0
1700,6.0
1701,4.0
1702,3.0
1703,4.0
1704,1.0
1705,7.0
1706,1.0
1707,7.0
1708,2.0
1709,7.0
1710,5.0
1711,6.0
1712,4.0
1713,5.0
1714,2.0
1715,6.0
1716,0.0
1717,7.0
1718,2.0
1719,2.0
1720,3.0
1721,7.0
1722,5.0
1723,2.0
1724,6.0
1725,8.0
1726,2.0
1727,2.0
1728,4.0
1729,4.0
1730,3.0
1731,7.0
1732,4.0
1733,2.0
1734,3.0
1735,2.0
1736,7.0
1737,4.0
1738,3.0
1739,2.0
1740,1.0
1741,0.0
1742,2.0
1743,2.0
1744,8.0
1745,1.0
1746,7.0
1747,5.0
1748,0.0
1749,0.0
1750,4.0
1751,3.0
1752,4.0
1753,4.0
1754,0.0
1755,2.0
1756,0.0
1757,5.0
1758,7.0
1759,2.0
1760,2.0
1761,6.0
1762,0.0
1763,1.0
1764,2.0
1765,2.0
1766,0.0
1767,2.0
1768,6.0
1769,7.0
1770,8.0
1771,1.0
1772,8.0
1773,7.0
1774,0.0
1775,2.0
1776,2.0
1777,0.0
1778,4.0
1779,2.0
1780,3.0
1781,5.0
1782,0.0
1783,8.0
1784,7.0
1785,5.0
1786,4.0
1787,2.0
1788,0.0
1789,0.0
1790,8.0
1791,7.0
1792,7.0
1793,6.0
1794,2.0
1795,2.0
1796,5.0
1797,5.0
1798,0.0
1799,7.0
1800,5.0
1801,2.0
1802,0.0
1803,7.0
1804,0.0
1805,3.0
1806,1.0
1807,4.0
1808,7.0
1809,5.0
1810,5.0
1811,0.0
1812,7.0
1813,4.0
1814,0.0
1815,2.0
1816,0.0
1817,5.0
1818,0.0
1819,6.0
1820,7.0
1821,3.0
1822,7.0
1823,3.0
1824,0.0
1825,3.0
1826,7.0
1827,0.0
1828,2.0
1829,7.0
1830,5.0
1831,1.0
1832,3.0
1833,2.0
1834,7.0
1835,0.0
1836,3.0
1837,0.0
1838,2.0
1839,7.0
1840,0.0
1841,4.0
1842,0.0
1843,3.0
1844,8.0
1845,0.0
1846,7.0
1847,0.0
1848,8.0
1849,0.0
1850,4.0
1851,0.0
1852,3.0
1853,4.0
1854,3.0
1855,3.0
1856,2.0
1857,7.0
1858,7.0
1859,3.0
1860,7.0
1861,0.0
1862,0.0
1863,4.0
1864,2.0
1865,6.0
1866,4.0
1867,2.0
1868,1.0
1869,4.0
1870,1.0
1871,6.0
1872,1.0
1873,0.0
1874,2.0
1875,4.0
1876,2.0
1877,0.0
1878,2.0
1879,3.0
1880,4.0
1881,0.0
1882,8.0
1883,4.0
1884,8.0
1885,1.0
1886,0.0
1887,1.0
1888,0.0
1889,4.0
1890,0.0
1891,4.0
1892,1.0
1893,0.0
1894,2.0
1895,2.0
1896,1.0
1897,8.0
1898,2.0
1899,3.0
1900,0.0
1901,4.0
1902,4.0
1903,2.0
1904,4.0
1905,7.0
1906,0.0
1907,1.0
1908,2.0
1909,2.0
1910,5.0
1911,2.0
1912,7.0
1913,5.0
1914,3.0
1915,3.0
1916,7.0
1917,0.0
1918,8.0
1919,2.0
1920,5.0
1921,4.0
1922,0.0
1923,7.0
1924,0.0
1925,3.0
1926,0.0
1927,2.0
1928,1.0
1929,3.0
1930,3.0
1931,1.0
1932,2.0
1933,3.0
1934,2.0
1935,3.0
1936,0.0
1937,3.0
1938,4.0
1939,1.0
1940,2.0
1941,4.0
1942,2.0
1943,1.0
1944,2.0
1945,0.0
1946,8.0
1947,5.0
1948,0.0
1949,4.0
1950,2.0
1951,0.0
1952,1.0
1953,2.0
1954,0.0
1955,2.0
1956,0.0
1957,7.0
1958,2.0
1959,0.0
1960,0.0
1961,3.0
1962,2.0
1963,2.0
1964,0.0
1965,3.0
1966,2.0
1967,4.0
1968,5.0
1969,7.0
1970,0.0
1971,7.0
1972,4.0
1973,5.0
1974,1.0
1975,6.0
1976,6.0
1977,4.0
1978,3.0
1979,3.0
1980,3.0
1981,2.0
1982,2.0
1983,0.0
1984,3.0
1985,4.0
1986,4.0
1987,4.0
1988,6.0
1989,2.0
1990,1.0
1991,7.0
1992,0.0
1993,2.0
1994,2.0
1995,0.0
1996,5.0
1997,2.0
1998,2.0
1999,2.0
2000,3.0
2001,4.0
2002,0.0
2003,6.0
2004,2.0
2005,4.0
2006,7.0
2007,6.0
2008,5.0
2009,7.0
2010,3.0
2011,6.0
2012,2.0
2013,0.0
2014,2.0
2015,3.0
2016,6.0
2017,4.0
2018,1.0
2019,7.0
2020,0.0
2021,1.0
2022,5.0
2023,8.0
2024,4.0
2025,3.0
2026,2.0
2027,6.0
2028,5.0
2029,0.0
2030,0.0
2031,1.0
2032,3.0
2033,2.0
2034,6.0
2035,2.0
2036,3.0
2037,0.0
2038,5.0
2039,1.0
2040,2.0
2041,4.0
2042,2.0
2043,0.0
2044,2.0
2045,2.0
2046,3.0
2047,4.0
2048,4.0
2049,1.0
2050,2.0
2051,0.0
2052,4.0
2053,0.0
2054,3.0
2055,0.0
2056,5.0
2057,3.0
2058,3.0
2059,7.0
2060,6.0
2061,2.0
2062,4.0
2063,2.0
2064,3.0
2065,2.0
2066,8.0
2067,2.0
2068,8.0
2069,0.0
2070,7.0
2071,2.0
2072,0.0
2073,1.0
2074,2.0
2075,7.0
2076,3.0
2077,2.0
2078,1.0
2079,7.0
2080,0.0
2081,4.0
2082,2.0
2083,2.0
2084,2.0
2085,6.0
2086,2.0
2087,2.0
2088,7.0
2089,4.0
2090,0.0
2091,3.0
2092,4.0
2093,2.0
2094,3.0
2095,4.0
2096,4.0
2097,7.0
2098,7.0
2099,2.0
2100,5.0
2101,0.0
2102,2.0
2103,2.0
2104,0.0
2105,3.0
2106,4.0
2107,4.0
2108,1.0
2109,4.0
2110,4.0
2111,0.0
2112,4.0
2113,0.0
2114,7.0
2115,4.0
2116,1.0
2117,2.0
2118,2.0
2119,8.0
2120,3.0
2121,0.0
2122,2.0
2123,3.0
2124,5.0
2125,2.0
2126,0.0
2127,2.0
2128,5.0
2129,0.0
2130,4.0
2131,8.0
2132,2.0
2133,2.0
2134,4.0
2135,8.0
2136,4.0
2137,3.0
2138,3.0
2139,0.0
2140,6.0
2141,6.0
